Date,Year,Month,Mdate,Weekday_End,Day,Hour,Town_Hall-West,Collins Place-South,Australia on Collins,Bourke Street Mall-South,Bourke Street Mall-North,Melbourne Central,Flagstaff Station,State Library,Collins Place-North,Southern Cross Station,Victoria Point,New Quay,Waterfront City,Webb Bridge,Birrarung Marr,Princes Bridge,Flinders St Station Underpass,Sandridge Bridge
10/5/2012,2012,5,10,10,5,10,2174,672,1191,1260,973,1168,953,892,525,500,272,136,62,125,200,1003,1040,454
10/5/2012,2012,5,10,10,5,11,2195,784,1467,1785,1492,1407,764,1084,483,396,230,184,92,159,194,1015,1139,572
10/5/2012,2012,5,10,10,5,12,3692,1682,2595,3408,3013,2677,1199,2080,772,1130,542,444,209,568,268,1600,2266,657
10/5/2012,2012,5,10,10,5,13,4308,1996,2862,4237,3519,2839,1509,2231,940,1009,463,463,231,470,363,1596,2446,623
10/5/2012,2012,5,10,10,5,14,3584,945,1817,2789,2362,2294,1027,1867,556,557,319,256,121,180,357,1295,1872,540
10/5/2012,2012,5,10,10,5,15,3391,642,1496,2668,2137,2165,1227,1778,620,619,309,187,137,184,208,1346,1748,509
10/5/2012,2012,5,10,10,5,16,3561,786,1421,2621,2072,2391,2245,2050,956,1263,505,253,104,288,236,1877,2439,692
10/5/2012,2012,5,10,10,5,17,3704,1384,1350,2756,2314,2776,4013,2298,1668,2361,909,295,129,589,486,2477,4161,1300
10/5/2012,2012,5,10,10,5,18,3348,774,946,2026,2033,2678,1697,1742,792,919,531,263,92,354,299,1626,2468,727
10/5/2012,2012,5,10,10,5,19,2233,384,419,983,1257,2182,534,1208,275,282,203,214,88,127,132,999,1215,383
10/5/2012,2012,5,10,10,5,20,1901,270,258,543,936,1937,371,1085,137,131,122,185,89,67,67,716,945,294
10/5/2012,2012,5,10,10,5,21,1687,207,190,404,387,1471,176,720,99,96,103,105,34,43,75,546,857,285
10/5/2012,2012,5,10,10,5,22,1056,167,188,220,201,928,116,485,71,64,89,102,58,21,28,662,654,216
10/5/2012,2012,5,10,10,5,23,711,95,112,122,142,601,33,281,43,31,28,44,26,18,36,242,504,153
11/5/2012,2012,5,11,10,6,0,765,56,31,112,68,339,27,132,16,28,3,24,10,1,21,129,238,76
11/5/2012,2012,5,11,10,6,1,210,28,38,53,44,153,8,59,20,11,3,4,5,4,4,72,152,41
11/5/2012,2012,5,11,10,6,2,102,22,22,25,27,61,0,46,9,1,2,7,1,3,2,31,32,23
11/5/2012,2012,5,11,10,6,3,76,14,18,40,17,57,14,29,7,0,3,12,3,2,7,39,12,10
11/5/2012,2012,5,11,10,6,4,42,14,13,13,22,33,4,24,4,3,23,0,0,5,16,34,31,22
11/5/2012,2012,5,11,10,6,5,92,46,24,14,18,43,65,32,27,53,33,13,15,21,16,85,138,45
11/5/2012,2012,5,11,10,6,6,288,248,93,105,68,123,662,73,192,411,128,27,7,122,65,341,541,175
11/5/2012,2012,5,11,10,6,7,745,716,290,304,186,278,1944,236,670,1180,398,101,13,219,145,758,1425,375
11/5/2012,2012,5,11,10,6,8,1696,1797,1006,803,545,741,5060,727,1807,2547,899,175,44,435,250,1535,3412,876
11/5/2012,2012,5,11,10,6,9,1771,1241,1004,863,749,840,2570,735,1055,1362,549,157,47,201,195,1293,1880,474
11/5/2012,2012,5,11,10,6,10,2133,740,1127,1363,1117,1070,1044,852,535,455,274,113,37,109,179,940,1157,331
11/5/2012,2012,5,11,10,6,11,2679,672,1567,2171,1527,1429,701,1078,476,443,224,120,58,151,139,1086,1163,326
11/5/2012,2012,5,11,10,6,12,4041,1533,2742,3480,3029,2800,1041,2094,707,1080,624,261,102,525,227,1593,2054,556
11/5/2012,2012,5,11,10,6,13,4347,1549,2977,4326,3524,2800,1299,2218,738,1070,474,292,143,453,292,1475,2448,576
11/5/2012,2012,5,11,10,6,14,3846,835,1864,3231,2809,2265,826,1727,547,472,339,144,60,204,144,1296,1630,382
11/5/2012,2012,5,11,10,6,15,3898,719,1888,2952,2569,2469,1191,1907,616,710,336,186,99,206,185,1425,1720,478
11/5/2012,2012,5,11,10,6,16,4053,872,1680,3216,2521,2791,1936,1973,927,1135,635,191,80,300,311,1886,2444,715
11/5/2012,2012,5,11,10,6,17,4441,1408,1734,3494,3199,2914,3384,2489,1530,2080,901,268,81,528,577,2433,4011,1234
11/5/2012,2012,5,11,10,6,18,3910,906,1223,2554,2723,3164,1429,1976,765,771,407,172,52,304,1015,2233,2679,755
11/5/2012,2012,5,11,10,6,19,2803,478,688,1811,2000,2766,468,1763,375,285,199,214,78,113,1536,1485,1555,463
11/5/2012,2012,5,11,10,6,20,2046,316,427,1294,1471,2702,224,1227,155,175,127,192,70,48,163,933,1145,366
11/5/2012,2012,5,11,10,6,21,1895,266,254,744,886,2548,209,1163,156,114,84,183,70,78,163,974,1141,368
11/5/2012,2012,5,11,10,6,22,1694,272,264,441,471,2041,131,838,183,98,112,162,46,57,1847,1248,1095,399
11/5/2012,2012,5,11,10,6,23,1273,129,178,435,336,1439,83,711,133,66,71,84,22,30,288,662,998,324
12/5/2012,2012,5,12,20,7,0,981,91,115,299,222,934,57,307,69,39,36,40,18,19,93,450,602,266
12/5/2012,2012,5,12,20,7,1,457,48,68,186,110,522,17,217,27,10,27,13,2,9,15,177,259,102
12/5/2012,2012,5,12,20,7,2,312,19,64,102,62,328,9,111,8,12,24,8,4,2,28,121,138,59
12/5/2012,2012,5,12,20,7,3,234,19,40,90,55,281,9,60,7,41,58,8,2,4,22,79,91,43
12/5/2012,2012,5,12,20,7,4,109,12,21,44,20,150,2,43,5,6,6,9,12,10,53,43,85,47
12/5/2012,2012,5,12,20,7,5,121,15,18,27,13,64,5,24,7,31,9,2,2,6,10,70,74,47
12/5/2012,2012,5,12,20,7,6,129,33,45,71,29,56,19,27,16,64,43,20,10,31,17,67,146,63
12/5/2012,2012,5,12,20,7,7,272,59,79,89,53,178,18,81,30,96,42,32,16,47,53,104,232,95
12/5/2012,2012,5,12,20,7,8,548,113,208,294,195,332,39,119,84,68,56,86,34,96,98,199,329,113
12/5/2012,2012,5,12,20,7,9,1139,192,560,703,471,635,54,317,102,123,107,137,62,106,206,472,635,233
12/5/2012,2012,5,12,20,7,10,1892,232,1001,1367,900,945,56,522,150,139,143,208,96,118,304,697,859,301
12/5/2012,2012,5,12,20,7,11,2504,297,1403,2348,1549,1513,79,834,163,120,120,289,104,153,234,1197,1176,356
12/5/2012,2012,5,12,20,7,12,3484,340,1567,3144,2199,2473,73,1557,219,91,117,313,139,174,318,1677,1479,479
12/5/2012,2012,5,12,20,7,13,3827,308,1611,3780,2850,2703,77,1963,191,95,125,316,129,162,668,1460,1327,683
12/5/2012,2012,5,12,20,7,14,4177,322,1902,4028,3159,3067,58,2215,240,184,156,449,158,193,446,1545,1729,739
12/5/2012,2012,5,12,20,7,15,3967,711,1661,4406,3325,2811,62,1909,429,116,128,286,94,150,1080,1579,1765,654
12/5/2012,2012,5,12,20,7,16,3533,380,1444,4153,3107,2658,66,1732,186,126,183,359,162,180,977,1881,1682,544
12/5/2012,2012,5,12,20,7,17,2835,515,867,2613,2084,2616,63,1543,180,160,247,502,148,118,240,1452,1623,475
12/5/2012,2012,5,12,20,7,18,2446,413,444,1296,1495,2377,43,1265,117,162,387,906,154,147,486,1384,1227,371
12/5/2012,2012,5,12,20,7,19,2024,402,287,574,878,2379,59,1122,152,150,292,1066,262,120,2198,1380,1081,353
12/5/2012,2012,5,12,20,7,20,1554,337,203,545,534,2090,36,873,86,77,99,211,97,32,182,936,1003,327
12/5/2012,2012,5,12,20,7,21,1327,202,202,363,425,1693,44,772,98,61,128,206,74,39,943,928,879,309
12/5/2012,2012,5,12,20,7,22,1506,215,318,581,560,1541,67,664,103,432,515,867,116,157,201,1082,949,305
12/5/2012,2012,5,12,20,7,23,1257,177,226,375,325,1318,58,503,102,72,145,182,41,26,62,821,999,407
5/13/2012,2012,5,13,20,1,0,870,55,102,277,204,871,25,279,37,45,99,90,26,8,27,459,557,223
5/13/2012,2012,5,13,20,1,1,660,78,80,234,177,507,18,133,20,12,39,13,4,12,17,238,295,112
5/13/2012,2012,5,13,20,1,2,443,61,77,161,155,287,6,102,44,11,17,14,8,4,15,178,262,106
5/13/2012,2012,5,13,20,1,3,352,17,57,137,108,257,6,82,14,12,45,4,0,0,10,200,155,49
5/13/2012,2012,5,13,20,1,4,141,15,28,88,61,107,6,44,8,5,13,14,10,4,10,43,68,32
5/13/2012,2012,5,13,20,1,5,78,11,24,50,50,68,4,21,10,11,10,1,6,1,3,73,58,34
5/13/2012,2012,5,13,20,1,6,106,32,29,74,32,61,10,58,8,5,8,2,1,8,34,83,59,34
5/13/2012,2012,5,13,20,1,7,201,49,82,108,71,106,15,74,20,22,20,12,6,17,115,182,177,80
5/13/2012,2012,5,13,20,1,8,434,81,185,178,91,184,18,70,37,34,55,24,11,27,215,703,336,84
5/13/2012,2012,5,13,20,1,9,851,178,428,591,363,330,40,161,109,70,80,46,20,49,146,1143,577,134
5/13/2012,2012,5,13,20,1,10,1350,219,704,1239,845,620,70,384,113,86,89,40,17,39,190,1719,680,157
5/13/2012,2012,5,13,20,1,11,1995,172,1034,2107,1289,1034,60,639,143,68,125,146,81,79,186,1758,1277,227
5/13/2012,2012,5,13,20,1,12,2162,219,1113,2672,1710,1437,54,837,109,67,115,516,108,114,154,1535,1206,222
5/13/2012,2012,5,13,20,1,13,2211,184,1059,3449,1940,1603,39,913,99,57,99,126,34,82,84,1283,935,161
5/13/2012,2012,5,13,20,1,14,2175,181,1078,3181,2115,1633,43,1046,67,48,78,99,54,74,44,1013,1075,276
5/13/2012,2012,5,13,20,1,15,2206,190,988,3475,2117,1781,26,1131,85,57,101,129,56,71,58,1041,1076,240
5/13/2012,2012,5,13,20,1,16,2338,182,859,3122,1954,1784,35,1187,85,96,181,417,64,122,95,843,991,241
5/13/2012,2012,5,13,20,1,17,1946,199,413,2027,1308,1869,31,1151,73,64,98,93,54,64,61,764,1016,327
5/13/2012,2012,5,13,20,1,18,1413,152,238,832,737,1587,22,737,86,63,80,57,41,36,31,583,756,246
5/13/2012,2012,5,13,20,1,19,1012,134,137,419,343,1239,27,613,42,39,122,66,33,28,13,394,582,175
5/13/2012,2012,5,13,20,1,20,770,106,102,284,189,1011,32,524,46,27,75,68,23,18,6,250,574,180
5/13/2012,2012,5,13,20,1,21,547,67,68,255,153,785,20,349,20,26,55,51,7,4,4,219,425,139
5/13/2012,2012,5,13,20,1,22,415,40,77,240,91,526,22,221,14,19,32,34,15,5,5,184,360,136
5/13/2012,2012,5,13,20,1,23,230,16,51,170,66,235,21,128,12,20,13,16,2,7,4,141,266,99
5/14/2012,2012,5,14,10,2,0,122,15,28,77,19,103,4,48,10,5,6,4,3,0,5,62,139,40
5/14/2012,2012,5,14,10,2,1,40,7,13,40,15,32,0,20,5,1,10,9,0,0,4,25,52,18
5/14/2012,2012,5,14,10,2,2,42,10,21,23,17,25,21,17,2,2,2,4,0,2,1,14,41,12
5/14/2012,2012,5,14,10,2,3,28,12,9,68,46,31,3,22,2,0,4,1,2,1,10,33,19,11
5/14/2012,2012,5,14,10,2,4,29,9,3,31,10,33,0,7,3,2,3,2,0,2,5,38,45,32
5/14/2012,2012,5,14,10,2,5,65,47,17,17,9,27,68,21,24,37,22,10,5,12,17,72,100,37
5/14/2012,2012,5,14,10,2,6,228,187,82,42,41,118,475,73,149,247,97,27,5,79,46,196,431,132
5/14/2012,2012,5,14,10,2,7,697,645,355,64,200,300,2158,214,687,1225,347,89,17,244,192,706,1430,387
5/14/2012,2012,5,14,10,2,8,1806,1966,792,229,554,773,5574,766,1830,2588,863,175,46,459,382,1603,3572,917
5/14/2012,2012,5,14,10,2,9,1734,1200,922,600,697,912,2651,768,937,1334,529,185,41,164,165,864,1643,431
5/14/2012,2012,5,14,10,2,10,2065,627,1146,1300,995,942,908,731,472,421,198,84,42,100,91,675,907,262
5/14/2012,2012,5,14,10,2,11,2491,524,1245,1767,1500,1424,696,973,357,352,205,114,63,101,99,744,973,356
5/14/2012,2012,5,14,10,2,12,3545,1425,2216,2716,2699,2493,1023,1769,616,954,467,284,123,396,223,1018,1897,464
5/14/2012,2012,5,14,10,2,13,3992,1458,2494,3306,3102,2449,1259,1868,696,837,383,290,166,377,255,1063,2049,488
5/14/2012,2012,5,14,10,2,14,3330,752,1700,3100,2141,2151,802,1590,497,412,272,179,105,172,138,961,1366,449
5/14/2012,2012,5,14,10,2,15,3117,569,1447,2895,2014,2246,1077,1682,519,459,271,128,57,141,153,1037,1592,469
5/14/2012,2012,5,14,10,2,16,3254,722,1222,2557,1850,2233,2343,1750,920,1194,565,143,42,240,180,1295,2090,590
5/14/2012,2012,5,14,10,2,17,3400,1439,1222,1879,1908,2470,4031,1972,1674,2476,1132,320,94,491,357,2087,3932,1107
5/14/2012,2012,5,14,10,2,18,2496,848,633,836,1234,1973,2009,1360,786,852,735,350,51,390,462,1304,2133,639
5/14/2012,2012,5,14,10,2,19,1606,369,320,374,583,1431,517,880,233,260,397,478,54,172,785,678,918,321
5/14/2012,2012,5,14,10,2,20,1031,211,176,284,295,1224,223,691,129,111,132,38,9,32,94,373,603,231
5/14/2012,2012,5,14,10,2,21,698,151,150,241,201,881,122,444,75,61,89,55,16,20,36,394,484,167
5/14/2012,2012,5,14,10,2,22,567,161,164,196,293,640,72,284,64,221,296,471,37,178,94,298,384,143
5/14/2012,2012,5,14,10,2,23,481,126,87,118,131,316,35,174,46,30,62,32,5,12,775,317,346,124
5/15/2012,2012,5,15,10,3,0,176,25,32,30,53,128,12,65,20,15,20,6,6,4,11,63,125,44
5/15/2012,2012,5,15,10,3,1,51,21,17,7,13,56,6,24,5,3,5,3,0,2,6,12,49,26
5/15/2012,2012,5,15,10,3,2,41,3,3,11,13,32,6,19,1,1,1,3,6,0,0,8,23,13
5/15/2012,2012,5,15,10,3,3,31,8,5,125,9,17,2,14,2,0,4,1,0,0,3,26,22,19
5/15/2012,2012,5,15,10,3,4,32,9,14,5,8,23,5,14,5,5,2,2,3,0,17,23,31,22
5/15/2012,2012,5,15,10,3,5,81,47,15,15,21,54,74,24,26,44,24,9,0,29,20,71,117,54
5/15/2012,2012,5,15,10,3,6,250,189,77,112,87,140,626,91,181,469,174,77,30,148,84,305,524,157
5/15/2012,2012,5,15,10,3,7,731,808,350,320,268,301,2114,260,750,1259,391,116,34,285,225,782,1426,408
5/15/2012,2012,5,15,10,3,8,1992,2015,982,771,651,796,5700,814,1825,2625,835,197,50,500,711,1634,3782,925
5/15/2012,2012,5,15,10,3,9,1749,1252,934,873,746,904,2829,741,1035,1292,565,134,38,194,130,1033,1855,424
5/15/2012,2012,5,15,10,3,10,2108,680,1092,1279,919,1135,1013,721,578,437,279,138,46,100,130,833,969,273
5/15/2012,2012,5,15,10,3,11,2279,640,1417,1857,1293,1411,693,972,464,339,227,128,38,142,121,733,1040,296
5/15/2012,2012,5,15,10,3,12,3754,1434,2422,3094,2729,2520,1131,1871,707,1033,470,297,143,623,242,1147,1852,534
5/15/2012,2012,5,15,10,3,13,4111,1587,2686,3843,3091,2704,1327,2079,726,880,386,371,163,417,372,1517,2050,540
5/15/2012,2012,5,15,10,3,14,3324,851,1639,2393,2067,2218,1016,1753,543,505,266,215,95,252,200,1053,1500,446
5/15/2012,2012,5,15,10,3,15,3387,644,1450,2263,1879,2068,1255,1735,611,591,241,163,59,231,169,1090,1599,449
5/15/2012,2012,5,15,10,3,16,3378,742,1229,2363,1840,2372,2204,1782,1023,1296,474,159,75,242,210,1367,2280,698
5/15/2012,2012,5,15,10,3,17,3466,1322,1169,2037,1873,2564,4137,2213,1706,2430,869,222,83,586,369,2321,4265,1280
5/15/2012,2012,5,15,10,3,18,2752,787,668,1201,1410,2413,1692,1602,805,889,496,203,70,347,544,1594,2361,740
5/15/2012,2012,5,15,10,3,19,1700,388,328,619,630,1839,638,1169,272,257,201,126,75,103,921,910,1181,405
5/15/2012,2012,5,15,10,3,20,1249,221,241,422,363,1433,299,1013,104,149,155,104,55,64,108,497,830,275
5/15/2012,2012,5,15,10,3,21,915,170,171,268,256,1357,152,665,65,74,89,66,41,39,50,507,792,251
5/15/2012,2012,5,15,10,3,22,630,131,111,199,145,840,67,361,51,42,59,57,27,14,68,513,501,181
5/15/2012,2012,5,15,10,3,23,427,64,48,106,84,449,34,211,40,24,29,37,17,16,706,365,299,130
5/16/2012,2012,5,16,10,4,0,233,50,55,80,47,199,16,70,13,6,3,4,4,8,48,110,152,60
5/16/2012,2012,5,16,10,4,1,58,15,25,37,27,93,7,51,3,1,3,4,3,1,3,26,57,24
5/16/2012,2012,5,16,10,4,2,44,8,10,43,10,40,0,21,6,0,0,0,0,0,6,13,16,10
5/16/2012,2012,5,16,10,4,3,39,8,10,7,7,36,1,26,4,2,1,10,5,5,9,38,26,9
5/16/2012,2012,5,16,10,4,4,37,15,9,3,9,17,1,6,5,2,3,1,0,1,15,32,41,27
5/16/2012,2012,5,16,10,4,5,87,42,18,18,13,36,71,33,26,48,29,7,5,21,9,97,119,48
5/16/2012,2012,5,16,10,4,6,233,227,103,87,59,161,617,75,190,478,124,66,16,131,84,331,556,174
5/16/2012,2012,5,16,10,4,7,739,731,350,370,199,310,1975,294,739,1213,421,136,44,296,275,785,1452,405
5/16/2012,2012,5,16,10,4,8,1792,1887,950,937,597,779,5211,800,1763,2521,932,223,61,523,396,1585,3679,927
5/16/2012,2012,5,16,10,4,9,1721,1269,917,938,637,898,2751,726,995,1193,526,128,50,173,140,1000,1664,450
5/16/2012,2012,5,16,10,4,10,2125,650,1164,1271,990,978,971,816,467,399,213,126,41,96,103,721,904,254
5/16/2012,2012,5,16,10,4,11,2367,639,1273,2133,1502,1324,771,1033,443,326,230,137,57,121,174,896,1081,372
5/16/2012,2012,5,16,10,4,12,3767,1360,2350,3763,2859,2331,1096,1882,733,1013,443,279,137,403,295,1315,1862,467
5/16/2012,2012,5,16,10,4,13,3802,1525,2612,3971,3025,2541,1323,2040,724,926,472,316,158,393,298,1276,2052,508
5/16/2012,2012,5,16,10,4,14,3464,801,1731,2608,2038,2388,903,1786,564,449,250,184,90,182,205,1112,1494,420
5/16/2012,2012,5,16,10,4,15,3301,665,1445,2433,1918,2144,1115,1769,521,575,258,128,82,166,180,1303,1671,491
5/16/2012,2012,5,16,10,4,16,3390,763,1333,2258,1852,2503,2207,1883,923,1183,503,188,85,258,312,1400,2189,590
5/16/2012,2012,5,16,10,4,17,3653,1362,1343,2368,1983,2517,3921,2166,1662,2389,911,288,119,541,363,2269,3895,1185
5/16/2012,2012,5,16,10,4,18,2737,872,742,1939,1476,2413,1799,1544,749,907,542,177,83,338,275,1596,2173,630
5/16/2012,2012,5,16,10,4,19,1834,480,311,837,796,1915,506,1200,255,282,225,133,65,115,89,1081,1096,370
5/16/2012,2012,5,16,10,4,20,1689,292,311,695,417,1693,273,905,167,177,151,96,68,73,72,605,850,253
5/16/2012,2012,5,16,10,4,21,1266,160,188,469,275,1218,145,563,88,72,86,74,34,52,42,509,747,233
5/16/2012,2012,5,16,10,4,22,697,145,124,549,155,878,97,416,83,49,68,50,18,36,28,644,492,184
5/16/2012,2012,5,16,10,4,23,1049,95,78,252,139,510,56,233,59,50,20,20,6,18,21,320,364,141
5/17/2012,2012,5,17,10,5,0,331,40,20,94,32,152,16,63,21,4,5,18,4,6,9,77,126,44
5/17/2012,2012,5,17,10,5,1,71,19,21,17,17,112,8,43,4,4,0,7,6,0,0,36,56,21
5/17/2012,2012,5,17,10,5,2,48,14,16,15,18,36,3,22,8,2,3,7,7,0,1,10,18,9
5/17/2012,2012,5,17,10,5,3,37,11,5,75,11,26,5,12,2,1,2,7,10,0,11,24,23,17
5/17/2012,2012,5,17,10,5,4,42,18,15,6,9,25,4,11,5,2,4,6,2,1,13,24,35,22
5/17/2012,2012,5,17,10,5,5,82,67,24,39,25,66,74,31,24,43,31,8,9,31,11,74,105,48
5/17/2012,2012,5,17,10,5,6,224,227,83,103,46,140,635,67,189,483,148,58,17,133,102,340,557,191
5/17/2012,2012,5,17,10,5,7,748,730,391,393,225,306,1954,263,732,1252,366,129,41,281,315,825,1380,413
5/17/2012,2012,5,17,10,5,8,1759,2013,1030,932,666,851,5250,771,1751,2719,909,219,65,529,450,1579,3636,982
5/17/2012,2012,5,17,10,5,9,1734,1276,991,873,700,902,2534,744,1032,1264,550,155,34,233,219,971,1619,426
5/17/2012,2012,5,17,10,5,10,2004,716,1158,1399,1010,1070,981,821,489,470,276,127,37,127,174,672,979,252
5/17/2012,2012,5,17,10,5,11,2299,636,1411,1870,1433,1421,893,1112,472,424,210,161,97,150,165,975,1138,524
5/17/2012,2012,5,17,10,5,12,3817,1538,2542,3228,2814,2422,1000,1946,727,1117,581,321,174,542,389,1269,2139,531
5/17/2012,2012,5,17,10,5,13,4201,1814,2809,3666,3229,2826,1408,2242,802,987,503,369,196,500,391,1251,2247,553
5/17/2012,2012,5,17,10,5,14,3510,893,1872,2639,2420,2318,960,1798,549,494,332,257,109,203,291,1152,1634,507
5/17/2012,2012,5,17,10,5,15,3382,709,1486,2365,2115,2299,1106,1899,544,623,283,187,91,190,188,1231,1757,451
5/17/2012,2012,5,17,10,5,16,3552,793,1463,2274,2065,2461,2130,1915,1036,1331,506,225,97,293,266,1671,2396,619
5/17/2012,2012,5,17,10,5,17,3927,1364,1416,2674,2375,2659,3945,2195,1682,2309,1006,271,96,569,425,2409,4113,1205
5/17/2012,2012,5,17,10,5,18,3302,880,975,2056,1894,2580,1682,1669,790,950,528,240,123,353,437,1836,2325,740
5/17/2012,2012,5,17,10,5,19,2141,397,421,1055,1181,2248,627,1239,297,268,225,250,151,141,141,948,1322,436
5/17/2012,2012,5,17,10,5,20,1720,269,256,732,754,1773,268,1022,130,142,164,135,50,64,44,589,924,232
5/17/2012,2012,5,17,10,5,21,1222,222,198,383,340,1415,173,651,107,67,84,112,71,40,34,609,755,248
5/17/2012,2012,5,17,10,5,22,825,134,112,271,228,980,65,411,82,47,50,73,43,25,30,627,541,198
5/17/2012,2012,5,17,10,5,23,568,95,86,157,127,521,58,214,69,26,28,149,105,15,59,305,434,156
5/18/2012,2012,5,18,10,6,0,487,65,49,73,49,303,29,124,19,19,20,30,5,2,16,185,180,149
5/18/2012,2012,5,18,10,6,1,202,24,38,31,50,123,4,69,12,5,2,10,6,4,1,91,58,27
5/18/2012,2012,5,18,10,6,2,66,14,15,19,23,87,6,65,6,1,3,8,4,2,2,46,42,20
5/18/2012,2012,5,18,10,6,3,52,10,11,15,18,41,6,28,9,3,3,16,8,1,11,27,22,7
5/18/2012,2012,5,18,10,6,4,76,14,9,48,16,39,5,23,4,3,7,0,0,4,14,59,49,35
5/18/2012,2012,5,18,10,6,5,98,51,16,24,23,59,81,18,31,43,28,10,4,22,10,76,123,47
5/18/2012,2012,5,18,10,6,6,243,187,75,131,44,119,596,67,165,478,129,57,19,111,104,299,550,170
5/18/2012,2012,5,18,10,6,7,678,632,295,439,205,268,1900,237,668,1182,372,98,20,218,243,724,1441,374
5/18/2012,2012,5,18,10,6,8,1635,1827,944,903,588,691,4906,667,1760,2473,855,188,41,458,316,1460,3410,920
5/18/2012,2012,5,18,10,6,9,1810,1341,1081,1249,858,835,2658,730,982,1190,497,161,36,216,157,999,1810,474
5/18/2012,2012,5,18,10,6,10,2038,626,1244,1467,1060,992,1028,738,509,433,264,146,39,112,157,742,1009,342
5/18/2012,2012,5,18,10,6,11,2680,604,1613,2021,1832,1323,783,1015,403,400,221,112,38,178,129,904,1139,342
5/18/2012,2012,5,18,10,6,12,3933,1478,2500,3191,3026,2520,985,1912,681,1140,579,231,98,650,417,1262,1891,513
5/18/2012,2012,5,18,10,6,13,4292,1513,2736,3405,3441,2667,1305,2066,759,1099,461,255,140,451,501,1488,2215,593
5/18/2012,2012,5,18,10,6,14,3981,832,2010,2833,2659,2442,913,1664,538,496,328,244,100,223,210,1319,1863,526
5/18/2012,2012,5,18,10,6,15,3701,656,1809,2975,2522,2519,1183,1735,562,660,296,194,68,405,241,1217,1867,548
5/18/2012,2012,5,18,10,6,16,3955,864,1720,2934,2559,2751,2035,2075,850,1300,548,273,120,296,416,1697,2543,735
5/18/2012,2012,5,18,10,6,17,4895,1540,1857,3035,3261,3230,3366,2537,1457,2028,872,252,114,533,1105,2559,4145,1294
5/18/2012,2012,5,18,10,6,18,4241,934,1438,2593,2722,3656,1312,2175,812,731,398,211,78,270,3019,2296,2782,963
5/18/2012,2012,5,18,10,6,19,3053,627,766,1771,1989,2955,473,1631,347,302,217,270,132,118,4617,1444,1707,701
5/18/2012,2012,5,18,10,6,20,2660,341,449,1168,1413,2760,246,1412,145,139,144,191,80,66,432,951,1197,350
5/18/2012,2012,5,18,10,6,21,2260,255,304,708,876,2519,162,1201,146,120,148,176,76,51,202,935,1094,382
5/18/2012,2012,5,18,10,6,22,1754,374,229,539,485,2104,127,971,149,99,87,140,85,41,4192,1225,1080,486
5/18/2012,2012,5,18,10,6,23,1858,364,323,397,377,1753,84,706,164,117,128,107,43,32,2749,1356,1243,582
5/19/2012,2012,5,19,20,7,0,1550,128,168,289,223,1018,72,369,72,34,53,62,22,11,133,573,755,261
5/19/2012,2012,5,19,20,7,1,590,60,83,190,139,494,34,205,27,23,20,18,11,6,38,242,322,106
5/19/2012,2012,5,19,20,7,2,421,58,47,95,85,269,13,161,19,9,15,21,3,4,42,145,205,70
5/19/2012,2012,5,19,20,7,3,299,19,37,59,33,218,11,81,3,8,27,10,3,1,15,136,134,83
5/19/2012,2012,5,19,20,7,4,129,17,30,27,43,98,5,47,10,8,6,3,3,2,24,53,79,51
5/19/2012,2012,5,19,20,7,5,112,20,27,22,19,80,15,28,9,18,11,14,16,7,26,83,118,58
5/19/2012,2012,5,19,20,7,6,157,38,42,84,30,77,13,28,29,60,56,18,8,19,21,62,155,77
5/19/2012,2012,5,19,20,7,7,272,67,94,120,69,179,44,71,33,82,50,21,5,39,105,106,225,91
5/19/2012,2012,5,19,20,7,8,564,115,241,322,210,340,55,172,91,65,76,38,9,45,97,274,374,128
5/19/2012,2012,5,19,20,7,9,1064,218,608,864,609,466,84,312,123,82,108,49,17,58,90,393,553,192
5/19/2012,2012,5,19,20,7,10,1851,169,1053,1699,1174,926,95,526,106,168,134,119,32,67,163,632,815,263
5/19/2012,2012,5,19,20,7,11,2275,218,1414,2287,1809,1219,112,821,185,92,129,193,83,107,229,1072,1100,324
5/19/2012,2012,5,19,20,7,12,2947,331,1688,2822,2347,1984,126,1235,176,126,103,260,94,153,315,1329,1306,418
5/19/2012,2012,5,19,20,7,13,3391,356,1828,3292,2873,2453,146,1495,154,122,117,258,104,144,550,1261,1444,471
5/19/2012,2012,5,19,20,7,14,3564,332,1824,3686,3070,2619,130,1631,171,153,153,246,156,171,1022,1255,1523,492
5/19/2012,2012,5,19,20,7,15,3815,318,1848,3844,3163,2762,91,1699,174,155,127,325,173,158,1548,1813,1598,523
5/19/2012,2012,5,19,20,7,16,3813,296,1503,3497,2937,2570,58,1701,196,162,119,320,148,139,2120,1651,1826,552
5/19/2012,2012,5,19,20,7,17,3180,491,871,2517,2266,2515,65,1590,186,150,203,406,162,135,3105,1585,1778,611
5/19/2012,2012,5,19,20,7,18,2485,518,553,1192,1395,2592,77,1193,191,176,312,494,170,130,3889,1709,1540,599
5/19/2012,2012,5,19,20,7,19,1996,391,391,708,834,2333,54,1116,140,111,160,440,156,81,3078,1309,1314,457
5/19/2012,2012,5,19,20,7,20,1802,334,227,549,529,2195,37,943,128,55,125,260,137,51,336,940,1096,351
5/19/2012,2012,5,19,20,7,21,1742,234,316,512,420,2142,28,968,98,101,322,413,124,74,225,900,1001,293
